;additionalInfos;authorFirstname;authorLastname;correctionsAfter1938;firstEditionPublicationPlace;firstEditionPublicationYear;firstEditionPublisher;ocrResult;pageNumberInOCRDocument;secondEditionPublicationPlace;secondEditionPublicationYear;secondEditionPublisher;ssFlag;title
5613;;Jurij W.;Lomonossoff;;München;1921;Drei Masken-Verl.;Lomonossoff, Jurij W.: Die russische Märzrevolution 1917. München: Drei Masken-Verl. 1921.;87;München;1921;Drei Masken-Verl.;False;Die russische Märzrevolution 1917
5614;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;;;;Cademario;;Provita-Verl.;Lebenskunst. Zeitschrift f. persönliche Lebensgestaltung. — Cademario: Provita-Verl.;20;Cademario;;Provita-Verl.;False;Lebenskunst. Zeitschrift f. persönliche Lebensgestaltung. Sämtliche Bände.
5615;;Béla;Kun;;;;;Kun, Béla: Sämtliche Werke.;79;;;;False;Sämtliche Werke
5616;;M.;Bulle;;Moskau;1932;Verlagsgen. ausländ. Arbeiter;Bulle, M.: Leben und Kampf der chinesischen Arbeiterinnen und Bäuerinnen. Moskau: Verlagsgen. ausländ. Arbeiter 1932.;19;Moskau;1932;Verlagsgen. ausländ. Arbeiter;True;Leben und Kampf der chinesischen Arbeiterinnen und Bäuerinnen
5617;;;;; Berlin; 1933;P. Hochmuth;Wunder, Das ~ der Marne-Schlacht. Wunder oder Verbrechen? Berlin: P. Hochmuth 1933.;165; Berlin; 1933;P. Hochmuth;False;Wunder, Das ~ der Marne-Schlacht. Wunder oder Verbrechen
5618;Jahresliste 1939 des schädlichen und unerwünschten Schrifttums;Maria Elisabeth;Kaehnert;;Zielbrücke-Thielle, Schweiz;1939;Die neue Zeit;Kaehnert, M[aria] E[lisabeth]: Die Frau einst, jetzt, morgen. — (Zielbrücke-Thielle, Schweiz: Verl. Die neue Zeit 1939.);7;Zielbrücke-Thielle, Schweiz;1939;Die neue Zeit;True;Die Frau einst, jetzt, morgen
5619;;Karl;Pfleger;;Paderborn;1932;Schöningh;Pfleger, Karl: Im Schatten des Kirchturms. Paderborn: Schöningh 1932.;110;Paderborn;1932;Schöningh;False;Im Schatten des Kirchturms
5620;;Georg;Decker;;;;;Decker, Georg: Sämtliche Schriften.;24;;;;False;Sämtliche Schriften
5621;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Theodor;Herzl;;;;;Herzl, Theodor, 1860-1904: sämtliche Schriften. ;7;;;;True;sämtliche Schriften
5622;;Robert;Brunhuber;;Jena;1907;Fischer;Brunhuber, Robert: Die heutige Sozialdemokratie. Jena: Fischer 1907.;18;Jena;1907;Fischer;False;Die heutige Sozialdemokratie
5623;;Paul;Lafargue;;;;;Lafargue, Paul: Sämtliche Schriften.;78;;;;False;Sämtliche Schriften
5624;;;Seitz, Robert, u. Heinz Zucker;;Berlin; 1931;Sieben-Stäbe-Verl.;Seitz, Robert, u. Heinz Zucker: Um uns die Stadt. Berlin: Sieben-Stäbe-Verl. 1931.;135;Berlin; 1931;Sieben-Stäbe-Verl.;False;Um uns die Stadt
5625;;Berta;Selinger;;Berlin;1932;Der Bücherkreis;Selinger, Berta: Herz in Flammen. Berlin: Der Bücherkreis 1932.;135;Berlin;1932;Der Bücherkreis;False;Herz in Flammen
5626;;Rudolf;Hoesli;;Zürich;1935;Oprecht & Helbling;Hoesli, Rudolf: Alexander Soldenhoff. Zürich: Oprecht & Helbling 1935.;58;Zürich;1935;Oprecht & Helbling;True;Alexander Soldenhoff
5627;;Anton;Koch;;Freiburg;1935;Herder;Koch, Anton: Der neue Mythus u. der alte Glaube. Freiburg: Herder 1935.;74;Freiburg;1935;Herder;False;Der neue Mythus u. der alte Glaube
5628;;Richard Arnold;Bermann;;;;;Bermann, Richard Arnold: Sämtliche Schriften.;10;;;;False;Sämtliche Schriften
5629;;Ernest;Issberner-Haldane;;Berlin;1927;Dt. Verl. f. Naturopathie;Issberner-Haldane, Ernest: Menschen und Leute. Berlin: Dt. Verl. f. Naturopathie 1927.;66;Berlin;1927;Dt. Verl. f. Naturopathie;False;Menschen und Leute
5630;;Stanislav;Yester;;Prag;1937;Verband der tschechoslow. Offiziere;Yester, Stanislav: »Třeti řiše« nastupuje! [Das »Dritte Reich« tritt an.]. Prag: Verband der tschechoslow. Offiziere 1937.;165;Prag;1937;Verband der tschechoslow. Offiziere;False;»Třeti řiše« nastupuje! [Das »Dritte Reich« tritt an.]
5631;;G.;Contreras;;Zürich;1933;Mopr-Verl.;Contreras, G.: Der Matteotti-Fonds ist eine Waffe der Kontre-Revolutionen. Zürich: Mopr-Verl. 1933.;22;Zürich;1933;Mopr-Verl.;True;Der Matteotti-Fonds ist eine Waffe der Kontre-Revolutionen
5632;;;;; Moskau; 1932;Verlagsgen. ausländ. Arbeiter;Leben, Unser ~ und unsere Arbeit in der Sowjetunion. Moskau: Verlagsgen. ausländ. Arbeiter 1932.;82; Moskau; 1932;Verlagsgen. ausländ. Arbeiter;True;Leben, Unser ~ und unsere Arbeit in der Sowjetunion
5633;;Anton;Anno;;Leipzig;1927;Richter;Anno, Anton: Das Hollandmädel. Leipzig: Richter 1927.;3;Leipzig;1927;Richter;False;Das Hollandmädel
5634;;Olga;Gurjan;;Berlin;1927;Verl. d. Jugendinternationale;Gurjan, Olga: Die Pioniere sind da. Berlin: Verl. d. Jugendinternationale 1927.;51;Berlin;1927;Verl. d. Jugendinternationale;False;Die Pioniere sind da
5635;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Hans;Tombrock;;;;;Tombrock, Hans: sämtliche Schriften.;19;;;;True;sämtliche Schriften
5636;;A.;Steininger;;Berlin;1932;Dt. Vereinsdruckerei;Steininger, A.: Weltbrand 1950. Berlin: Dt. Vereinsdruckerei 1932.;143;Berlin;1932;Dt. Vereinsdruckerei;False;Weltbrand 1950
5637;;Helene von;Watter;;Breslau;1932;Bergstadtverl.;Watter, Helene von: Eine deutsche Frau erlebt Sowjetrussland. Breslau: Bergstadtverl. 1932.;158;Breslau;1932;Bergstadtverl.;False;Eine deutsche Frau erlebt Sowjetrussland
5638;;Otto;Rombach;;Baden-Baden;1929;Merlin-Verl.;Rombach, Otto: Es gärt in Deutschland. Baden-Baden: Merlin-Verl. 1929.;121;Baden-Baden;1929;Merlin-Verl.;False;Es gärt in Deutschland
5639;;;Angell, Norman;;T.;;Die falsche Rechnung;Angell, Norman: Die große Täuschung. Leipzig: Dieterich 1910. 2. Aufl. 1913 u. d. T.: Die falsche Rechnung.;3;T.;;Die falsche Rechnung;False;Die große Täuschung. Leipzig: Dieterich 1910. 2. Aufl. 1913 u. d
5640;;Penas;Fedenko;;Berlin;1923;Dietz;Fedenko, Penas: Der nationale und soziale Befreiungskampf der Ukraine. Berlin: Dietz 1923.;35;Berlin;1923;Dietz;False;Der nationale und soziale Befreiungskampf der Ukraine
5641;;Horst;Ihle;;Leipzig;1919;Dietsch;Ihle, Horst: Hinter den Kulissen. Leipzig: Dietsch 1919.;64;Leipzig;1919;Dietsch;False;Hinter den Kulissen
5642;Jahresliste 1939 des schädlichen und unerwünschten Schrifttums;Ernst;Kappeler;;Zürich;1939;Oprecht;Kappeler, Ernst: Ein Schulmeister spricht. — Zürich: Oprecht (1939).;7;Zürich;1939;Oprecht;True;Ein Schulmeister spricht
5643;;Carl;Brockhausen;;Wien;1936;Rohrer;Brockhausen, Carl: Erdwandel, Seelenwandel und die Völker Europas. Baden b. Wien: Rohrer 1936.;17;Wien;1936;Rohrer;False;Erdwandel, Seelenwandel und die Völker Europas. Baden b
5644;Jahresliste 1939 des schädlichen und unerwünschten Schrifttums;Max;Sievers;;Freienwalde;;;Sievers, Max (Freienwalde): sämtliche Schriften.;10;Freienwalde;;;False;sämtliche Schriften
5645;;Erich;Gebhardt;;Moskau;1933;Verlagsgen. ausländ. Arbeiter;Gebhardt, Erich: Deutsche hungern! Moskau: Verlagsgen. ausländ. Arbeiter 1933.;43;Moskau;1933;Verlagsgen. ausländ. Arbeiter;True;Deutsche hungern!
5646;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;;;;Engels;1940;Deutscher Staatsverl. ;Kurzer geschichtlicher Ueberblick über die Entstehung und Entwicklung der MOPR. — Engels: Deutscher Staatsverl. 1940.;19;Engels;1940;Deutscher Staatsverl. ;True;Kurzer geschichtlicher Ueberblick über die Entstehung und Entwicklung der MOPR
5647;;Hermann;Kesser;;Frankfurt;1926;Rütten & Loening;Kesser, Hermann: Strassenmann. Frankfurt: Rütten & Loening 1926.;71;Frankfurt;1926;Rütten & Loening;False;Strassenmann
5648;;L. F.;Boros;;Moskau;1934;Verlagsgen. ausländ. Arbeiter;Boros, L. F.: Reise durch 100 Kollektivwirtschaften. Moskau: Verlagsgen. ausländ. Arbeiter 1934.;14;Moskau;1934;Verlagsgen. ausländ. Arbeiter;True;Reise durch 100 Kollektivwirtschaften
5649;;Frederick Elwyn;Jones;;New York;1937;Dutton;Jones, Frederick Elwyn: Hitler's drive to the east. New York: Dutton 1937. — London: Gollancz 1937.;65;New York;1937;Dutton;True;Hitler's drive to the east
5650;;Richard;Mueller;;;;;Mueller, Richard: Sämtliche Schriften.;99;;;;False;Sämtliche Schriften
5651;;Otto;Lehmann-Russbueldt;;;;;Lehmann-Russbueldt, Otto: Sämtliche Schriften.;83;;;;False;Sämtliche Schriften
5652;;P.;Postyschew;;Moskau;1932;Verlagsgen. ausländ. Arbeiter;Postyschew, P.: Die sechs Direktiven des Genossen Stalin. Moskau: Verlagsgen. ausländ. Arbeiter 1932.;112;Moskau;1932;Verlagsgen. ausländ. Arbeiter;True;Die sechs Direktiven des Genossen Stalin
5653;;Herbert;Blank;;;;;Blank, Herbert: Sämtliche Schriften.;12;;;;False;Sämtliche Schriften
5654;;;;;o. O.;1933;;Was will die NSBO? o. O. 1933.;157;o. O.;1933;;False;Was will die NSBO?
5655;;;Eccardus;;Stuttgart; 1907;Spemann;Eccardus: Geschichte des niederen Volkes in Deutschland. Stuttgart: Spemann 1907.;29;Stuttgart; 1907;Spemann;False;Geschichte des niederen Volkes in Deutschland
5656;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums.;;;;Berlin;;Neues Verlagshaus f. Volksliteratur;Jörn Farrows Abenteuer. — Berlin: Neues Verlagshaus f. Volksliteratur. ;20;Berlin;;Neues Verlagshaus f. Volksliteratur;False;Jörn Farrows Abenteuer. Sämtliche Bände.
5657;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“

Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 142.";Salomon David;Steinberg;;;;;"Steinberg, Salomon David: sämtliche Schriften.

Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 142.

";18;;;;True;sämtliche Schriften
5658;;Theodor Hendrik van de;Velde;;Berlin;1929;Verl. wissenschaftl. Filme;Velde, Theodor Hendrik van de: Über die Ehe. Berlin: Verl. wissenschaftl. Filme 1929.;152;Berlin;1929;Verl. wissenschaftl. Filme;False;Über die Ehe
5659;;Jakob;Buehrer;;Zürich;1933;Oprecht & Helbling;Buehrer, Jakob: Kein anderer Weg? Zürich: Oprecht & Helbling 1933.;19;Zürich;1933;Oprecht & Helbling;True;Kein anderer Weg?
5660;"Jahresliste 1939 des schädlichen und unerwünschten Schrifttums.

Zwei Schriften bereits in »Liste des schädlichen u. unerwünschten Schrifttums« S. 64.";Fritz;Jellinek;;;;;"Jellinek, Fritz: sämtliche Schriften. Zwei Schriften bereits in »Liste des schädlichen u. unerwünschten Schrifttums« S. 64.

";7;;;;False;sämtliche Schriften
5661;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;Paul;Schumacher;;Zürich;1940;Oprecht ;Schumacher, Paul: Planung im Krankenhauswesen der Stadt Zürich. — Zürich: Oprecht (1940).;15;Zürich;1940;Oprecht ;True;Planung im Krankenhauswesen der Stadt Zürich
5662;;Reinhold;Gerling;;Oranienburg;1919;Orania-Verl.;Gerling, Reinhold: Was muss der Mann vor der Ehe u. von der Ehe wissen? Oranienburg: Orania-Verl. 1919. — Dresden: Rudolph 1929.;45;Oranienburg;1919;Orania-Verl.;False;Was muss der Mann vor der Ehe u. von der Ehe wissen
5663;;Ewald;Paul;;Bad Aussee;1932;Selbstverl.;Paul, Ewald: Die Hochfrequenz im Dienste der Zahnheilkunde. Bad Aussee: Selbstverl. 1932.;106;Bad Aussee;1932;Selbstverl.;False;Die Hochfrequenz im Dienste der Zahnheilkunde
5664;;Max;Springer;;Wien;1935;Selbstverl.;Springer, Max: Oesterreich! Gedichte. Wien: Selbstverl. 1935.;141;Wien;1935;Selbstverl.;False;Oesterreich! Gedichte
5665;;Franz;Werfel;;;;;Werfel, Franz: Sämtliche Schriften.;158;;;;False;Sämtliche Schriften
5666;;Fedor;Sologub;;Weimar;1918;Kiepenheuer;Sologub, Fedor: Der Kuss des Ungeborenen und andere Novellen. Weimar: Kiepenheuer 1918.;139;Weimar;1918;Kiepenheuer;False;Der Kuss des Ungeborenen und andere Novellen
5667;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“

Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 81.";Paul Ludwig;Landsberg;;;;;"Landsberg, Paul Ludwig: sämtliche Schriften.

Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 81.

";10;;;;True;sämtliche Schriften
5668;;;Veriphantor;;Berlin; 1905;Singer;Veriphantor: Der Sadismus. Berlin: Singer 1905.;153;Berlin; 1905;Singer;False;Der Sadismus
5669;;Friedrich;Stampfer;;;;;Stampfer, Friedrich: Sämtliche Schriften.;141;;;;False;Sämtliche Schriften
5670;;;Fahne, Die ~ hoch! Bd 42;;Berlin; 1934;Neues Verlagshaus f. Volkslit.;Fahne, Die ~ hoch! Bd 42: Das Drama von Köpenick. Berlin: Neues Verlagshaus f. Volkslit. 1934.;34;Berlin; 1934;Neues Verlagshaus f. Volkslit.;False;Das Drama von Köpenick
5671;;Ernst;Marcus;;Berlin;1919;Der Sturm;Marcus, Ernst: Das Erkenntnisproblem. Berlin: Der Sturm 1919.;92;Berlin;1919;Der Sturm;False;Das Erkenntnisproblem
5672;;Walter;Lustig;;Leipzig;1933;Fischers mediz. Buchh.;Lustig, Walter: Die theoretischen Grundlagen der praktischen Krankenpflege. Leipzig: Fischers mediz. Buchh. 1933.;89;Leipzig;1933;Fischers mediz. Buchh.;False;Die theoretischen Grundlagen der praktischen Krankenpflege
5673;;Cäsar;Joerss;;Hamburg;1935;Rieckmann;Joerss, Cäsar: Ihr Frauen, wann wacht ihr auf? Hamburg: Rieckmann 1935.;65;Hamburg;1935;Rieckmann;False;Ihr Frauen, wann wacht ihr auf?
5674;;Anna;Fischer-Dueckelmann;;Berlin;1919;Bermühler;Fischer-Dueckelmann, Anna: Entstehung, Verhütung und Heilung der Frauenleiden. Berlin: Bermühler 1919.;38;Berlin;1919;Bermühler;False;Entstehung, Verhütung und Heilung der Frauenleiden
5675;;Korang;Trang;;Zürich;1935;Oprecht & Helbling;Trang, Korang: Die Unverbindlichen. Zürich: Oprecht & Helbling 1935.;149;Zürich;1935;Oprecht & Helbling;True;Die Unverbindlichen
5676;;Rudolf;Urbantschitsch;;;;;Urbantschitsch, Rudolf: Sämtliche Schriften.;151;;;;False;Sämtliche Schriften
5677;;Dorothy;Woodman;;Paris;1934;Ed. du Carrefour;Woodman, Dorothy: Au seuil de la guerre. Paris: Ed. du Carrefour 1934.;164;Paris;1934;Ed. du Carrefour;True;Au seuil de la guerre
5678;;;;; Berlin; 1930;Sozialdemokrat. Partei Deutschi.;Kampf dem Hakenkreuz. Berlin: Sozialdemokrat. Partei Deutschi. 1930.;68; Berlin; 1930;Sozialdemokrat. Partei Deutschi.;False;Kampf dem Hakenkreuz
5679;;Alfred;Lechler;;Hamburg;1926;Überreich;Lechler, Alfred: Die Schwermut des Christen. Hamburg: Überreich 1926.;82;Hamburg;1926;Überreich;False;Die Schwermut des Christen
5680;;Camille;Lemonnier;;Berlin;1924;Juncker;Lemonnier, Camille: Der eiserne Moloch. Berlin: Juncker 1924. — Berlin: Der Bücherkreis 1928.;83;Berlin;1924;Juncker;False;Der eiserne Moloch
5681;;Uto;Melzer;;München;1932;Ludendorff-Verl.;Melzer, Uto: Mehr Bibelkenntnis! München: Ludendorff-Verl. 1932.;94;München;1932;Ludendorff-Verl.;False;Mehr Bibelkenntnis!
5682;;;;; Wien; 1929;Schneider;Liebe im Orient. Bd 1—3. Wien: Schneider 1929.;85; Wien; 1929;Schneider;False;Liebe im Orient. Bd 1—3
5683;;Siegfried;Kracauer;;Frankfurt;1930;Societätsdr.;Kracauer, Siegfried: Die Angestellten aus dem neuesten Deutschland. Frankfurt: Societätsdr. 1930.;76;Frankfurt;1930;Societätsdr.;False;Die Angestellten aus dem neuesten Deutschland
5684;;A.;Rudolf;;Moskau;1932;Verlagsgen. ausländ. Arbeiter;Rudolf, A.: 15 Arbeiter-Delegierte in der Sowjetunion. Moskau: Verlagsgen. ausländ. Arbeiter 1932.;123;Moskau;1932;Verlagsgen. ausländ. Arbeiter;True;15 Arbeiter-Delegierte in der Sowjetunion
5685;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Georg;Reinbold;;;;;Reinbold, Georg: sämtliche Schriften.;15;;;;True;sämtliche Schriften
5686;;Wilhelm;Mann;;Langensalza;1914;Beyer;Mann, Wilhelm: Schulstaat und Selbstregierung der Schüler. Langensalza: Beyer 1914.;91;Langensalza;1914;Beyer;False;Schulstaat und Selbstregierung der Schüler
5687;;Louis;Walinsky;;New York;1936;Pilgrim House;Walinsky, Louis: Heil Hitler. New York: Pilgrim House 1936.;156;New York;1936;Pilgrim House;True;Heil Hitler
5688;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;John;Steinbeck;;Zürich;1940;Humanitas;Steinbeck, John: Die Früchte des Zornes. Roman. — Zürich: Humanitas Verl. (1940).;16;Zürich;1940;Humanitas;True;Die Früchte des Zornes. Roman
5689;;Oskar;Pfister;;Leipzig;1917;Klinkhardt;Pfister, Oskar: Was bietet die Psychoanalyse dem Erzieher? Leipzig: Klinkhardt 1917.;110;Leipzig;1917;Klinkhardt;False;Was bietet die Psychoanalyse dem Erzieher?
5690;;Hermann;Oesterwitz;;Leipzig;1920;Hedewig;Oesterwitz, Hermann: Was muß jede junge Frau in der Ehe wissen? Leipzig: Hedewig 1920.;105;Leipzig;1920;Hedewig;False;Was muß jede junge Frau in der Ehe wissen?
5691;;George;Milburne;;Berlin;1932;Rowohlt;Milburne, George: Die Stadt Oklahoma. Berlin: Rowohlt 1932.;96;Berlin;1932;Rowohlt;False;Die Stadt Oklahoma
5692;;Lilli;Koerber;;;;;Koerber, Lilli: Sämtliche Schriften.;74;;;;False;Sämtliche Schriften
5693;;;;; Frankfurt a/M.; 1928;Jugendweltbund;Weltbund, Für einen ~ der Jugend. Frankfurt a/M.: Jugendweltbund 1928.;158; Frankfurt a/M.; 1928;Jugendweltbund;False;Weltbund, Für einen ~ der Jugend
5694;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;;;;Konstanz;1938;Christliche Verlagsanst. = Persönliche Bibel-Erlebnisse von Menschen der Gegenwart. Bd 1.;Begegnung mit der Bibel. — Konstanz: Christliche Verlagsanst. (1938) = Persönliche Bibel-Erlebnisse von Menschen der Gegenwart. Bd 1.;0;Konstanz;1938;Christliche Verlagsanst. = Persönliche Bibel-Erlebnisse von Menschen der Gegenwart. Bd 1.;False;Begegnung mit der Bibel
5695;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;Alexej [Aleksej];Stachanow [Stachanov];;Kiew;1939;Staatsverl. d. nationalen Minderheiten der USSR;Stachanow, Alexej [Stachanov, Aleksej]: Mein Lebensweg. — Kiew: Staatsverl. d. nationalen Minderheiten der USSR 1939.;16;Kiew;1939;Staatsverl. d. nationalen Minderheiten der USSR;True;Mein Lebensweg
5696;;Oskar;Erdberg;;Moskau;1932;Verlagsgen. ausländ. Arbeiter;Erdberg, Oskar: Die drei Grundsätze des Mister Kung. Moskau: Verlagsgen. ausländ. Arbeiter 1932.;32;Moskau;1932;Verlagsgen. ausländ. Arbeiter;True;Die drei Grundsätze des Mister Kung
5697;;Wolfgang;Bretholz;;;;;Bretholz, Wolfgang: Sämtliche Schriften.;17;;;;False;Sämtliche Schriften
5698;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;;Harnisch, Wolfgang Hoffmann - s. Hoffmann -Harnisch.;;;;;Harnisch, Wolfgang Hoffmann - s. Hoffmann -Harnisch.;7;;;;False;
5699;;Feoktist A.;Beresowskij;;Berlin;1931;Internat. Arbeiter-Verl.;Beresowskij, Feoktist A.: Die Mutter. Berlin: Internat. Arbeiter-Verl. 1931.;9;Berlin;1931;Internat. Arbeiter-Verl.;False;Die Mutter
5700;;Hugo;Efferoth;;;;;Efferoth, Hugo: Sämtliche Schriften.;29;;;;False;Sämtliche Schriften
5701;;Franz;Oppenheimer;;;;;Oppenheimer, Franz: Sämtliche Schriften.;106;;;;False;Sämtliche Schriften
5702;;Augusto;Giacometti;;Zürich;1934;Oprecht & Helbling;Giacometti, Augusto: Die Farbe und ich. Zürich: Oprecht & Helbling 1934.;46;Zürich;1934;Oprecht & Helbling;True;Die Farbe und ich
5703;;Ernst;Muehlbach;;Jena;1926;Thür. Verlagsanst.;Muehlbach, Ernst: Das Weltgebäude durch die Jahrtausende u. im Lichte der neueren Physik. Jena: Thür. Verlagsanst. 1926.;98;Jena;1926;Thür. Verlagsanst.;False;Das Weltgebäude durch die Jahrtausende u. im Lichte der neueren Physik
5704;;J. A.;Wilder;;London;1937;J. S. Bergson;Wilder, J. A.: The economic decline of East Prussia. London: J. S. Bergson 1937.;162;London;1937;J. S. Bergson;True;The economic decline of East Prussia
5705;"

„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“

Zwei Schriften unter Burger bereits in »Liste des schädlichen und unerwünschten Schrifttum« S. 19.

";Erich;Hamburger  (Pseud.: Felix Burger);;;;;"Hamburger, Erich (Pseud.: Felix Burger): sämtliche Schriften.

Zwei Schriften unter Burger bereits in »Liste des schädlichen und unerwünschten Schrifttum« S. 19.

";6;;;;True;sämtliche Schriften
5706;;Wilhelm;Fischer;;Leipzig;1920;Hedewig;Fischer, Wilhelm: Die Prostitution. Leipzig: Hedewig 1920.;38;Leipzig;1920;Hedewig;False;Die Prostitution
5707;;Claude;Farrère;;München;1928;Georg Müller;Farrère, Claude: Die kleinen Verbündeten. München: Georg Müller 1928.;35;München;1928;Georg Müller;False;Die kleinen Verbündeten
5708;;Hans;Baecker;;Berlin;1934;Widerstands-Verl.;Baecker, Hans: Von deutscher Wirklichkeit und ihrer Bahn. Berlin: Widerstands-Verl. 1934.;6;Berlin;1934;Widerstands-Verl.;False;Von deutscher Wirklichkeit und ihrer Bahn
5709;;Hans Wilhelm;Pinkow;;Hamburg;1922;Vera-Verl.;Pinkow, Hans Wilhelm: Macht und Einfluss der Freimaurerei. Hamburg: Vera-Verl. 1922.;110;Hamburg;1922;Vera-Verl.;False;Macht und Einfluss der Freimaurerei
5710;;;;; Berlin; 1907;Vorwärts;Arbeiter-Internationale, Die sozialistische ~. Berlin: Vorwärts 1907.;4; Berlin; 1907;Vorwärts;False;Arbeiter-Internationale, Die sozialistische ~
5711;;;;; Budapest; 1908;Schneider & Kunert;Flagellation, Die ~ als Passion. Budapest: Schneider & Kunert 1908.;38; Budapest; 1908;Schneider & Kunert;True;Flagellation, Die ~ als Passion
5712;;Peter;Brauer;;Hannover;1924;Freyholdt & Hammer;Brauer, Peter: Der Fall des Massenmörders Haarmann in sexual-patholog. Beleuchtung. Hannover: Freyholdt & Hammer 1924.;15;Hannover;1924;Freyholdt & Hammer;False;Der Fall des Massenmörders Haarmann in sexual-patholog. Beleuchtung
5713;;Ciaire;Bergmann;;Berlin;1932;Sieben-Stäbe-Verl.;Bergmann, Ciaire: Was wird aus deinen Kindern, Pitt? Berlin: Sieben-Stäbe-Verl. 1932.;10;Berlin;1932;Sieben-Stäbe-Verl.;False;Was wird aus deinen Kindern, Pitt?
5714;;Lothar;Persius;;Leipzig;1925;Oldenburg;Persius, Lothar: Warum die Flotte versagte. Leipzig: Oldenburg 1925.;109;Leipzig;1925;Oldenburg;False;Warum die Flotte versagte
5715;;Josef Luitpold;Stern;;;;;Stern, Josef Luitpold: Sämtliche Schriften.;143;;;;False;Sämtliche Schriften
